gene,Chen28689251,Nichols_24571919,x_hurskainen_33692365_endothelial,x_hurskainen_33692365_epithelial,x_hurskainen_33692365_stroma,x_lingappan_25003466_both_ranked,x_scaffa_34417156_ranked,Al_mudares_37368978_female,Al_mudares_37368978_male,Bao_27137150,Bhaskaran_22911455,Bhattacharya_25150062,Chao27770432,Cheng_31961470,Coarfa_28818871,Denervaud_26353077,Dong_36157523,Natarajan_28851267_down,Natarajan_28851267_up,x_dravet_gounot_29287116_p10,x_dravet_gounot_29287116_p10_ranked,x_lingappan_25003466_female,x_lingappan_25003466_male,x_nitkin_32753701_24hr_unranked,x_nitkin_32753701_6hr_unranked,x_rao_37310763_ranked,x_revhaug_31454811_down_ranked,x_revhaug_31454811_up_ranked,x_shrestha_33446917_down_,x_shrestha_33446917_up,x_xing_26398774_down,x_xing_26398774_up,maic_score,contributors
RPL10A,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
WNT16,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
BCL2L14,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
RASSF8,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
COA7,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
YPEL5,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
E2F6,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
RIN3,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
ANO4,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
MYF6,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
CAPS2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
FEZ1,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
MRAP2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
PLCL2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
AHRR,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
TSKU,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
RFFL,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
MAP3K7CL,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
B3GNT2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
SLC20A2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
GPR160,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
TFEC,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
4930544G11Rik,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
TMEM63C,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
MRS2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
SPIRE1,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
NANOS3,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
TUBE1,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
RIN2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
EPN2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
CALCOCO1,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
LRRC52,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
SMAD2,1.407059167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.407059167,GENOMICS: Chen28689251
LOC499279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404739831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404739831,TRANSCRIPTOMICS: Denervaud_26353077
DCSTAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.404369175,0,0,1.404369175,TRANSCRIPTOMICS: x_shrestha_33446917_up
CCL17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.281307847,0,1.401174466,0,0,2.682482313,TRANSCRIPTOMICS: x_shrestha_33446917_up
GSTA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400725019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400725019,TRANSCRIPTOMICS: Denervaud_26353077
ZMAT3,0,0,0,0,0,0,0,0,0,0,0,1.400270265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.400270265,TRANSCRIPTOMICS: Bhattacharya_25150062
MMP12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.368606519,0,0,0,0,0,0,0,1.358765907,0,0,0,0,0,1.394785047,0,0,4.122157473,TRANSCRIPTOMICS: x_shrestha_33446917_up
OSTN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392695394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392695394,TRANSCRIPTOMICS: Denervaud_26353077
A3GALT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391590338,0,0,1.391590338,TRANSCRIPTOMICS: x_shrestha_33446917_up
MT2A,0,0,0,0,0,0,0,0,0,0,1.389299224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299224,TRANSCRIPTOMICS: Bhaskaran_22911455
MT3,0,0,0,0,0,0,0,0,0,0,1.389299214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299214,TRANSCRIPTOMICS: Bhaskaran_22911455
Retnla,0,0,0,0,0,0,0,0,0,0,1.389299184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299184,TRANSCRIPTOMICS: Bhaskaran_22911455
E41L1,0,0,0,0,0,0,0,0,0,0,1.389299174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299174,TRANSCRIPTOMICS: Bhaskaran_22911455
DIDH,0,0,0,0,0,0,0,0,0,0,1.389299164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299164,TRANSCRIPTOMICS: Bhaskaran_22911455
C4A,0,0,0,0,0,0,0,0,0,0,1.389299144,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777918768,TRANSCRIPTOMICS: Bhaskaran_22911455
GPNMB,0,0,0,0,0,0,0,0,0,0,1.389299134,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.777918758,TRANSCRIPTOMICS: Bhaskaran_22911455
FETUB,0,0,0,0,0,0,0,0,0,0,1.389299124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299124,TRANSCRIPTOMICS: Bhaskaran_22911455
C1QB,0,0,0,0,0,0,0,0,0,0,1.389299104,1.369536977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75883608,TRANSCRIPTOMICS: Bhaskaran_22911455
SOD2,0,0,0,0,0,0,0,0,1.334967655,0,1.389299094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244897415,0,0,0,0,0,0,3.969164164,TRANSCRIPTOMICS: Bhaskaran_22911455
RS27,0,0,0,0,0,0,0,0,0,0,1.389299084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299084,TRANSCRIPTOMICS: Bhaskaran_22911455
MAPK13,0,0,0,0,0,0,0,0,0,0,1.389299074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299074,TRANSCRIPTOMICS: Bhaskaran_22911455
CLCA2,0,0,0,0,0,0,0,0,0,0,1.389299064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299064,TRANSCRIPTOMICS: Bhaskaran_22911455
TAS2R1,0,0,0,0,0,0,0,0,0,0,1.389299054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389299054,TRANSCRIPTOMICS: Bhaskaran_22911455
AOC3,0,0,0,0,0,0,0,0,0,0,1.389298994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298994,TRANSCRIPTOMICS: Bhaskaran_22911455
EBF1,0,0,0,0,0,0,0,0,0,0,1.389298984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.160793719,0,0,0,2.550092702,TRANSCRIPTOMICS: Bhaskaran_22911455
GPR182,0,0,0,0,0,0,0,0,0,0,1.389298974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298974,TRANSCRIPTOMICS: Bhaskaran_22911455
SFTPD,0,0,0,0,0,0,0,0,1.341516769,0,1.389298944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.730815712,TRANSCRIPTOMICS: Bhaskaran_22911455
GSTP1,0,0,0,0,0,0,0,0,0,0,1.389298934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244896735,0,0,0,0,0,0,2.634195669,TRANSCRIPTOMICS: Bhaskaran_22911455
PGK1,0,0,0,0,0,0,0,0,0,0,1.389298904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298904,TRANSCRIPTOMICS: Bhaskaran_22911455
SEPTIN3,0,0,0,0,0,0,0,0,0,0,1.389298884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298884,TRANSCRIPTOMICS: Bhaskaran_22911455
SP4,0,0,0,0,0,0,0,0,0,0,1.389298874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298874,TRANSCRIPTOMICS: Bhaskaran_22911455
PRKAA2,0,0,0,0,0,0,0,0,0,0,1.389298864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298864,TRANSCRIPTOMICS: Bhaskaran_22911455
HOMER1,0,0,0,0,0,0,0,0,0,0,1.389298814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389298814,TRANSCRIPTOMICS: Bhaskaran_22911455
ALOX15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244880455,0,0,1.159695529,0,0,0,3.793195609,TRANSCRIPTOMICS: Dong_36157523
Hba-a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
PRPH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
SCGB3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,1.358765907,0,0,0,0,0,0,0,0,2.747385532,TRANSCRIPTOMICS: Dong_36157523
SLC9A3R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244885205,0,0,0,0,0,0,2.63350483,TRANSCRIPTOMICS: Dong_36157523
CALML3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
BICDL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
COL14A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
TENM3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
FREM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,1.221368618,0,0,0,0,0,0,0,2.609988242,TRANSCRIPTOMICS: Dong_36157523
SLC6A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244891135,0,0,0,0,0,0,2.63351076,TRANSCRIPTOMICS: Dong_36157523
ADAMTS15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
ITGBL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
PCOLCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
MYRF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
FLNB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
PRSS12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244888735,0,0,0,0,0,0,2.63350836,TRANSCRIPTOMICS: Dong_36157523
ALDH1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
SCARA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
COBL,0,0,0,0,0,0,0,1.335478415,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.724098039,TRANSCRIPTOMICS: Dong_36157523
LRRN4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244888465,0,0,0,0,0,0,2.63350809,TRANSCRIPTOMICS: Dong_36157523
KRT18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
DSG2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
RSPO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
TM4SF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
CDON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
ANXA3,0,0,0,0,0,0,0,1.335480295,1.346701484,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.070801403,TRANSCRIPTOMICS: Dong_36157523
SEMA3C,0,0,0,0,0,0,0,0,0,0,0,1.369535807,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244893215,0,0,0,0,0,0,4.003048647,TRANSCRIPTOMICS: Dong_36157523
PRR15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
MGAT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
UPK3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244893225,0,0,0,0,0,0,2.63351285,TRANSCRIPTOMICS: Dong_36157523
UPK1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
NDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
EZR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
MSLN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244887535,0,0,0,0,0,0,2.63350716,TRANSCRIPTOMICS: Dong_36157523
Muc16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
TCF23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244898535,0,0,0,0,0,0,2.63351816,TRANSCRIPTOMICS: Dong_36157523
ADH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
GPM6A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
ID3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
DSP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
AQP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
EDNRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,1.358765907,0,0,0,0,0,0,0,0,2.747385532,TRANSCRIPTOMICS: Dong_36157523
KRT19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
FASN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,1.358765907,0,0,0,0,0,0,0,0,2.747385532,TRANSCRIPTOMICS: Dong_36157523
PLET1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
CYBB,0,0,0,0,0,0,0,0,1.325962623,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,1.358765907,0,1.244889825,0,0,0,0,0,0,5.31823798,TRANSCRIPTOMICS: Dong_36157523
Retnia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
DRAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
NAAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
LAMP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
ATP11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
ITGAL,0,0,0,0,0,0,0,1.335478225,1.323438485,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.047536334,TRANSCRIPTOMICS: Dong_36157523
CCN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,1.358765907,0,0,0,0,0,0,0,0,2.747385532,TRANSCRIPTOMICS: Dong_36157523
PLVAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
CXCL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
LPL,0,0,0,0,0,0,0,0,1.341312109,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.729931733,TRANSCRIPTOMICS: Dong_36157523
FAM111A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
Ccl9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,1.244896355,0,0,0,0,0,0,2.63351598,TRANSCRIPTOMICS: Dong_36157523
CDH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,TRANSCRIPTOMICS: Dong_36157523
ANPEP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388619625,0,0,0,0,0,0,1.358765907,0,0,0,0,0,0,0,0,2.747385532,TRANSCRIPTOMICS: Dong_36157523
CCL22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388395629,0,0,1.388395629,TRANSCRIPTOMICS: x_shrestha_33446917_up
RAB3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384665769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384665769,TRANSCRIPTOMICS: Denervaud_26353077
PLPPR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380650956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380650956,TRANSCRIPTOMICS: Denervaud_26353077
CCL7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244898735,0,0,0,1.378811501,0,0,2.623710237,TRANSCRIPTOMICS: x_shrestha_33446917_up
SLC66A3,0,0,0,0,0,0,0,0,0,0,0,1.378389467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.378389467,TRANSCRIPTOMICS: Bhattacharya_25150062
Olfr1347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376636144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.376636144,TRANSCRIPTOMICS: Denervaud_26353077
