gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors
ATP13A2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878493895986372	0.0	2.264093501260655	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
SLC66A1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878492595985463	0.0	2.264093371260564	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
BIRC6	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878491895985074	0.0	2.264093301260525	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CASZ1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878491295984787	0.0	2.2640932412604964	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CASP9	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878489795984219	0.0	2.2640930912604396	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
GBA	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.087848889598396	0.0	2.264093001260414	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
ADGRB2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878488495983862	0.0	2.264092961260404	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
RNF103	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	1.0623585920966405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878487595983668	0.0	2.2640928712603845	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
DVL1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878486795983529	0.0	2.2640927912603708	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
SLC45A1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878481195983019	0.0	2.2640922312603196	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
L1TD1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878480595982993	0.0	2.264092171260317	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
SMYD3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0817143923562014	1.0878480095982974	0.0	2.2640921212603153	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
KIDINS220	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878479895982969	0.0	2.2640921012603146	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
BCAN	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.087847859598293	0.0	2.264091971260311	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CLEC4F	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878478195982921	0.0	2.26409193126031	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
TTC24	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878477295982902	0.0	2.264091841260308	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
PAQR7	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878473095982852	0.0	2.2640914212603027	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CACHD1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878469795982835	0.0	2.264091091260301	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
GNLY	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0803990194205884	1.0878469695982835	0.0	2.2640910812603012	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
NPL	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878469395982835	0.0	2.2640910512603014	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
IL12RB2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878465595982827	0.0	2.2640906712603	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
SHISA4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878463295982823	0.0	2.2640904412603	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
PDIA6	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878463195982824	0.0	2.2640904312603	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CHST10	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878462695982825	0.0	2.2640903812603	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CFAP74	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878461395982824	0.0	2.2640902512603	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
VPS45	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0878461095982823	0.0	2.2640902212603002	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
PDGFD	0.0	0.0	0.0	1.1390238646111057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1146240870779776	1.124458387696989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.263482252308094	GENOMICS: Hamvas_30342483, TRANSCRIPTOMICS: Gong_32412065
PIFO	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0871008077852766	0.0	0.0	2.2633449194472943	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
DARS1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0868803542206487	0.0	0.0	2.263124465882666	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
RABIF	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08686565731634	0.0	0.0	2.2631097689783575	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
AHDC1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.086836263507723	0.0	0.0	2.263080375169741	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
ZMPSTE24	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.086718688273255	0.0	0.0	2.2629627999352726	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
CNTN2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0867113398211006	0.0	0.0	2.2629554514831183	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
NFASC	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0866892944646378	0.0	0.0	2.2629334061266553	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
NLRC4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.086637855299558	0.0	0.0	2.262881966961576	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
CIB4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0864761893521642	0.0	0.0	2.262720301014182	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
DYSF	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0861455090052223	0.0	0.0	2.26238962066724	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
KCNAB2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0861161151966052	0.0	0.0	2.2623602268586227	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
ANXA4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0860573275793712	0.0	0.0	2.262301439241389	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
TRABD2B	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0859544492492115	0.0	0.0	2.262198560911229	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
LRIG2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0858736162755145	0.0	0.0	2.2621177279375324	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
SLC25A24	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0856531627108867	0.0	0.0	2.261897274372904	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
GLI2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.085579678189344	0.0	0.0	2.261823789851362	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
MSH6	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0854841483113387	0.0	0.0	2.2617282599733564	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
PGBD2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0853886184333332	0.0	0.0	2.261632730095351	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
RRNAD1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0853739215290246	0.0	0.0	2.2616180331910423	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
SYF2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0851755133208596	0.0	0.0	2.261419624982877	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
NEB	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.085131422607934	0.0	0.0	2.261375534269952	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
IGSF21	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0849918020170028	0.0	0.0	2.2612359136790205	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
SH3BGRL3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0849256659476145	0.0	0.0	2.2611697776096324	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
CTRC	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.084881575234689	0.0	0.0	2.2611256868967065	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
GPN1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0845361979834387	0.0	0.0	2.2607803096454564	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
RGL1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0844480165575874	0.0	0.0	2.2606921282196053	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
RTN4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0843451382274278	0.0	0.0	2.2605892498894455	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
SZT2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0842496083494224	0.0	0.0	2.26049372001144	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
ASB17	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0841099877584914	0.0	0.0	2.260354099420509	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
ARHGEF4	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0839777156197146	0.0	0.0	2.2602218272817325	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
FBXO15	0.0	0.0	0.0	0.0	0.0	0.0	1.1710199016166252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0891436774841619	0.0	0.0	2.2601635791007872	GENOMICS: Wang_23897914, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
EDN2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0836470352727727	0.0	0.0	2.25989114693479	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
LAMTOR5	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0832134765956711	0.0	0.0	2.259457588257689	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
RNF130	0.0	0.0	0.0	0.0	0.0	0.0	1.1710197416166248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0883794384601184	0.0	0.0	2.259399180076743	GENOMICS: Wang_23897914, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
DDR2	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0829709776745804	0.0	0.0	2.259215089336598	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
H6PD	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0828901447008836	0.0	0.0	2.259134256362901	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
TRIT1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.082816660179341	0.0	0.0	2.2590607718413587	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
MTF1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0827946148228782	0.0	0.0	2.2590387264848957	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
CHST3	0.0	0.0	0.0	0.0	0.0	0.0	1.171019781616625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.087848799598375	0.0	2.2588685812150002	GENOMICS: Wang_23897914, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28
CR1	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.082397798406548	0.0	0.0	2.2586419100685657	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
PHLDA3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.082287571624234	0.0	0.0	2.2585316832862516	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
LEPR	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0819128005643666	0.0	0.0	2.2581569122263843	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
OR2L3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0818907552079038	0.0	0.0	2.2581348668699217	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
IGSF3	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0816629531911217	0.0	0.0	2.257907064853139	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
PLEKHA6	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0811044708273976	0.0	0.0	2.2573485824894153	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
ZNF513	0.0	0.0	0.0	0.0	1.1762441116620177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0810677285666264	0.0	0.0	2.257311840228644	GENOMICS: Li_26030808, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
TRPS1	0.0	0.0	0.0	0.0	0.0	0.0	1.1710198016166251	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0861895997181479	0.0	0.0	2.257209401334773	GENOMICS: Wang_23897914, TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day14
